"","SalesID","DisplayName","CompanyID","CoShortName","LeadName","GradeID","LastGradeID","WinRate","OpenDate","LastContactDate","LastWorkDescription"
"848",9,"蔡坤庭(Justin)",10756,"杏澤","杏澤#SV22","C","C",10,"2018-07-06","2021-10-19","""time: 11:00
items:  CX90MWD2G-24P type C 防水 + cable
Project Name: SV22
Application: 耳鏡
Annual Qty: 1K/M
MP date: 2022/Q1 amount: NTD:1.25萬
內容: 拜訪sourcer 邱's, 主要產品為內視鏡,用於口內攝影,耳鼻喉科,自有品牌SyncVision.I/O 部分要從micro USB 改為type C, 推薦   CX90MWD2G-24P type C 防水,IP67,告知本身另一醫療客戶,也同樣使用此系列, 且cable 我司也有認證產品1M & 1.8M"""
"849",9,"蔡坤庭(Justin)",10756,"杏澤","杏澤#I xx","D","D",10,"2022-03-21","2022-03-22","""1.time：15:35。 
2.Item+price：DM3D-SF
3.Application+產業別：內視鏡
4.Model:I xx
5.PP時間：預計2022. 10月、PP數量：5pcs。 
6.MP時間：預計2023 1月、MP數量: 2K/lot、MP金額：NT: 4.8萬
內容:拜訪sourcer 邱's, 主要產品為內視鏡,用於用於口內攝影、耳鼻喉科與獸醫,目前在找尋Micro SD 卡座,不採用Push push, 要採用push pull, HRS DM3CS-SF 可對應,將先行提供2D &3D 資料,核對機構無誤後,在申請樣品供測試,另外也請邱's也提供目標價,向HRS爭取價格"""
"850",9,"蔡坤庭(Justin)",3933,"彤晟科技-TP","彤晟#控制模組","C","C",10,"2018-10-02","2022-06-08","""time:13:45
items: DF40HC(3.0)-70DS-0.4V(51) / DF40C-70DP-0.4V/ DF40HC(4.0)-40DS-0.4V(70) / DF40C-40DP-0.4V
Application: Raspberry Pi
PP:2021.12
MP:2022.Q2
FC: 3K~5K/M  amount: NTD: 12萬
內容: 拜訪Jenny, 討論先前提供 DF40HC(3.0)-70DS-0.4V(51) / DF40C-70DP-0.4V/ DF40HC(4.0)-40DS-0.4V(70) / DF40C-40DP-0.4V 此case狀況, Jenny表示,3月時有試產100 sets ,因MPQ 數量太多且因客戶很緊急故在現貨市場先行購買,告知Jenny,日後若有此狀可先與我司討論,HRS或許可支持,並再表示此系列DF40 交期非常不好,屬配貨料,務必要抓20 weeks 以上."""
"851",9,"蔡坤庭(Justin)",8189,"利政科技-TP","利政#生化科技儀器","E","E",10,"2016-08-11","2022-03-23","""1.Time：13:45。 
2.Item+price：DF50-20DP-1V/DF50S-20DS-1C/DF50-2830SCFA
3.Application+產業別：生化科技儀器設備
4.End User：N/A
5.PP 時間 : 2022.05
6.MP時間：預計2022. 07月、MP數量：1K/lot、MP金額：NT 6.5萬。
內容: 拜訪RD 徐經理,因客戶主要設計生化儀器,提供先前介紹DF50-20DP-1V 樣品來取代先前舊版所使用DF20EG-20DP-1V,因有帶lock,會比DF20EG 更牢固,更適合使用在測試設備上.線材部分請提供長度,我司也可提供"""
"852",9,"蔡坤庭(Justin)",2037,"佐臻-TP","佐臻#無線網路通訊模組","D","D",10,"2022-03-18","2022-03-21","""1.time：13:30 
2.Item+price：K.FL2-R-SMT-1/ K.FL2-PR-SMT09
3.Application+產業別：無線網路通訊模組(WiFi/BT/FM/GPS/ZigBee…SiP Module)
4.Model:N/A
內容:拜訪RD Andrew,客戶主要設計無線模組,與各家主IC廠都有配合,如高通/英飛凌/艾睿等,應用在智能手機及智能電網, 數位家庭影音娛樂, 工業控制, 安全照護, 醫療及可攜式行動網路通訊裝置,目前RF 連接器都使用I Pex,且使用已很久,未來因搭上元宇宙,智慧型眼鏡將是未來主力產品, 也推出自有品牌J7EF智慧眼鏡,詢問其RF天線設計,目前以FPC 及 chip antenna為主,在FPC antenna,向其介紹K.FL2板對板設計產品,結合高度為0.9mm.雖I Pex 也有同質產品,還是會申請樣品供其測試比較"""
"853",9,"蔡坤庭(Justin)",8200,"百視美","百視美#Oasis","C","C",10,"2019-04-23","2022-05-06","""time: 15:20
items: FH28-10S-0.5SH(05) 
Project name: Oasis plus
Application: Medical equipment for medical cart monitor
6.MP時間：2022 Q3、MP數量：2K/M 金額:3.6萬
內容: 拜訪RD Linus, 提供FH28-10S-0.5SH(05) 10 pcs 樣品供其新案子測試,linus表示因受疫情影響,市場需求有增加,但因其他IC 缺貨狀況仍嚴重,因此雖接單到明年,但還是出不了貨,本來協力廠購料打件,但因料件價格不穩,轉向為自行購料,告知目前交期因疫情關係,交期非常不好,24~28 weeks,務必提早備料"""
"854",9,"蔡坤庭(Justin)",11402,"安博","安博#","D","D",10,"2021-10-15","2022-04-18","""time: 13:50
items: TF31-40S/50S-0.5SH(800)
application: IOT wifi module
MP:2022.01
Forecast: 33K/ lot  amount: 49.5萬
內容: 拜訪sourcer Karen, 針對今年33K需求.本月已把最後12月需求9K sets下出,本月會先交12K sets, 8月12K sets, 交期還在確認中, 告知今年度此交期仍很吃緊,明年需求應提早規劃,務必提早備料"""
"855",9,"蔡坤庭(Justin)",6727,"安捷光電-TP","安捷光電#","D","D",10,"2014-06-26","2022-04-29","""1.time：13:30
2.Item+price：DF40B-10DS-0.4V(51)/ DF40C-10DP-0.4V(51)
3.Application+產業別：醫療設備
4.Model:  N/A
5.PP時間：預計2022.7月、PP數量：5pcs。 
6.MP時間：預計2022.9月、MP數量: 5K/lot、MP金額：NTD:5萬
內容: 拜訪 apple 經理, 先前再尋找5pin B to B H:1mm, 推薦BM23FR0.6-6DS-0.35V/BM23FR0.6-6DP-0.35V H:0.6mm,但因機構問題需要H:1.3mm~2mm,向其介紹DF40 series,雖此系列結合高度有1.5mm&2mm,但pin 數是從10 pin開始,先行提供2D圖檔, 確認layout能否合適"""
"856",9,"蔡坤庭(Justin)",10492,"安捷光電-TP","安捷#Ophthalmic equipment","D","D",10,"2022-05-01","2022-05-27","""time:16:25
items:DF13-2P-1.25V(75)/DF13-3P-1.25V(75)/DF13-4P-1.25V(75)/DF13-2S-1.25C/DF13-3S-1.25C/DF13-4S-1.25C/DF13-2630SCF
Application：Ophthalmic equipment
Enduser: 印度
PP：2022.03
6.MP時間：預計2022.6月、MP數量：1K、MP金額：NT 2.5萬
內容: 拜訪RD Apple.將此樣品線材20sets 親送過去, Apple 非常感謝此次的支持,也非常抱歉地表示,因突然韓國客戶也非常有興趣,才導致此次如此緊迫,告知DF13 series交期仍然是吃緊,雖已有下100 sets, 建議立即備1K sets較為安全"""
"857",9,"蔡坤庭(Justin)",10492,"安捷光電-TP","安捷#AG-MDADVR1","D","D",10,"2022-05-13","2022-06-10","""1.Time：10:35 
2.Item+price: DF52-2S/16S-0.8H(21) / DF52-2P/16P-0.8C/DF52-2832PCF 
3.Application+產業別： phototherapy with skin
4.Model: AG-MDADVR1
5.PP時間：預計2022.Q3、PP數量：100pcs。 
6.MP時間：預計2023 Q1、MP數量：2K/M
內容: 拜訪RD經理 Apple, 提供DF52樣品各20 套, 含阜鼎打好線材部分, DF52-2S for battery /16S-0.8H(21) for switch 2pcs/set,線材規格2P housing+28AWG wire 30mm 剝皮鍍錫3mm,16P 2 housing+28AWG wire 80mm,預計在月底進行第一次測試,客戶為韓國市場,主要是利用藍光來保養皮膚,屬美容保養設備,直接給消費者使用,不需要醫療認證"""
